id,loan_amnt,loan_amnt_band,term_months,int_rate,installment,grade,sub_grade,purpose,emp_length_years,home_ownership,annual_inc,income_band,verification_status,dti,addr_state,pub_rec,delinq_2yrs,revol_util,open_acc,total_acc,pub_rec_bankruptcies,issue_d,earliest_cr_line,loan_status,is_default
282074,4000,<5k,36,10.08,129.22,B,B3,other,10.0,MORTGAGE,55200.0,40-60k,Not Verified,19.43,TX,0,0,61.7,6,28,0,2008-03-01,1995-02-01,Fully Paid,0
282054,1200,<5k,36,8.0,37.61,A,A3,debt_consolidation,5.0,RENT,14800.0,<40k,Not Verified,2.43,NY,0,0,6.5,8,25,0,2008-03-01,2002-01-01,Fully Paid,0
281841,3500,<5k,36,8.0,109.68,A,A3,other,4.0,RENT,48562.0,40-60k,Not Verified,0.62,NY,0,0,17.1,3,4,0,2008-03-01,1988-07-01,Fully Paid,0
281836,3000,<5k,36,7.37,93.14,A,A1,other,10.0,MORTGAGE,39504.0,<40k,Not Verified,1.55,MD,0,0,7.9,6,20,0,2008-03-01,1998-02-01,Fully Paid,0
281788,9500,5-10k,36,9.76,305.47,B,B2,credit_card,4.0,MORTGAGE,64064.0,60-80k,Not Verified,4.8,DE,1,1,45.6,9,15,1,2008-03-01,1994-04-01,Fully Paid,0
281651,12000,10-15k,36,13.24,405.72,D,D3,wedding,7.0,RENT,44160.0,40-60k,Not Verified,14.4,CA,0,0,64.0,4,4,0,2008-03-01,1997-12-01,Fully Paid,0
281565,7000,5-10k,36,11.34,230.3,C,C2,medical,2.0,OWN,45000.0,40-60k,Not Verified,9.92,IA,1,0,34.6,16,26,0,2008-03-01,2001-04-01,Fully Paid,0
281384,3500,<5k,36,11.66,115.69,C,C3,car,0.0,RENT,54263.0,40-60k,Not Verified,12.38,TN,0,2,0.0,8,23,0,2008-03-01,1987-07-01,Fully Paid,0
281381,9000,5-10k,36,11.34,296.1,C,C2,major_purchase,7.0,RENT,100000.0,80-100k,Not Verified,1.2,TX,0,0,80.0,2,14,0,2008-03-01,1994-02-01,Fully Paid,0
280871,5400,5-10k,36,12.61,180.94,D,D1,debt_consolidation,2.0,RENT,40500.0,40-60k,Not Verified,12.12,TN,0,1,68.1,5,11,0,2008-03-01,2000-09-01,Fully Paid,0
280776,19200,15-20k,36,12.29,640.38,C,C5,debt_consolidation,10.0,RENT,53000.0,40-60k,Not Verified,18.93,IL,0,0,82.8,9,25,0,2008-03-01,1998-01-01,Charged Off,1
280623,15000,10-15k,36,11.34,493.5,C,C2,credit_card,0.0,RENT,84000.0,80-100k,Not Verified,10.49,VA,0,0,39.7,17,26,0,2008-03-01,1999-09-01,Fully Paid,0
280356,5000,<5k,36,10.39,162.26,B,B4,other,2.0,RENT,20000.0,<40k,Not Verified,14.82,MI,0,0,26.9,7,17,0,2008-03-01,2000-05-01,Fully Paid,0
280337,12000,10-15k,36,10.08,387.66,B,B3,other,2.0,MORTGAGE,130000.0,100k+,Not Verified,21.2,CA,0,0,0.0,8,31,0,2008-03-01,1989-09-01,Fully Paid,0
280193,10000,5-10k,36,8.63,316.28,A,A5,debt_consolidation,7.0,MORTGAGE,90000.0,80-100k,Not Verified,5.91,GA,0,1,26.2,16,39,0,2008-03-01,1992-05-01,Fully Paid,0
280176,10000,5-10k,36,9.45,320.1,B,B1,debt_consolidation,8.0,MORTGAGE,125000.0,100k+,Not Verified,5.28,NY,0,0,33.5,4,11,0,2008-03-01,1983-03-01,Fully Paid,0
280056,12000,10-15k,36,11.97,398.4,C,C4,debt_consolidation,1.0,RENT,85000.0,80-100k,Not Verified,14.08,NJ,1,0,88.8,15,28,1,2008-03-01,1988-05-01,Fully Paid,0
279901,25000,20k+,36,10.08,807.62,B,B3,house,5.0,MORTGAGE,53979.0,40-60k,Not Verified,0.0,VA,0,0,0.0,10,33,0,2008-03-01,1990-08-01,Fully Paid,0
279455,8400,5-10k,36,10.71,273.86,B,B5,debt_consolidation,1.0,RENT,51000.0,40-60k,Not Verified,16.47,NY,0,0,66.8,10,14,0,2008-03-01,1995-10-01,Fully Paid,0
279283,12000,10-15k,36,13.55,407.52,D,D4,major_purchase,10.0,RENT,70000.0,60-80k,Not Verified,17.07,CA,0,0,57.9,4,13,0,2008-03-01,1987-06-01,Fully Paid,0
279242,10000,5-10k,36,13.24,338.1,D,D3,wedding,5.0,MORTGAGE,58000.0,40-60k,Not Verified,10.9,OH,1,0,54.9,8,16,0,2008-03-01,2002-09-01,Fully Paid,0
279032,12000,10-15k,36,8.32,377.82,A,A4,debt_consolidation,7.0,MORTGAGE,90000.0,80-100k,Not Verified,1.63,CA,0,0,15.3,6,13,0,2008-03-01,1992-06-01,Fully Paid,0
278911,10000,5-10k,36,11.34,329.0,C,C2,educational,0.0,RENT,25368.0,<40k,Not Verified,8.79,GA,0,0,39.3,2,3,0,2008-03-01,1997-08-01,Charged Off,1
278622,14000,10-15k,36,13.87,477.61,D,D5,debt_consolidation,2.0,RENT,62500.0,60-80k,Not Verified,20.45,NJ,0,0,66.0,12,16,0,2008-03-01,2000-11-01,Fully Paid,0
278405,12000,10-15k,36,13.24,405.72,D,D3,debt_consolidation,1.0,RENT,27000.0,<40k,Not Verified,11.96,TX,0,0,61.5,5,8,0,2008-03-01,1994-10-01,Fully Paid,0
278075,12000,10-15k,36,10.39,389.41,B,B4,debt_consolidation,4.0,RENT,30000.0,<40k,Not Verified,0.0,NY,0,0,71.2,6,14,0,2008-03-01,1996-01-01,Fully Paid,0
278066,950,<5k,36,9.76,30.55,B,B2,other,1.0,RENT,23000.0,<40k,Not Verified,22.38,KS,0,0,9.9,8,17,0,2008-03-01,1995-12-01,Fully Paid,0
278018,11225,10-15k,36,12.92,377.79,D,D2,debt_consolidation,10.0,MORTGAGE,31356.0,<40k,Not Verified,23.31,UT,0,0,52.6,10,19,0,2008-03-01,1997-10-01,Charged Off,1
277895,8000,5-10k,36,12.92,269.25,D,D2,debt_consolidation,10.0,RENT,70000.0,60-80k,Not Verified,4.08,IL,0,3,13.1,19,39,0,2008-03-01,1992-03-01,Fully Paid,0
277875,20000,15-20k,36,12.61,670.13,D,D1,debt_consolidation,2.0,MORTGAGE,84000.0,80-100k,Not Verified,14.51,RI,0,0,39.0,15,20,0,2008-03-01,2002-12-01,Fully Paid,0
277709,25000,20k+,36,17.34,895.56,G,G1,other,3.0,MORTGAGE,96000.0,80-100k,Not Verified,18.8,AZ,0,2,77.0,9,29,0,2008-03-01,1976-08-01,Fully Paid,0
277688,7200,5-10k,36,9.45,230.47,B,B1,debt_consolidation,0.0,RENT,45000.0,40-60k,Not Verified,0.8,MD,0,0,30.6,4,7,0,2008-03-01,2000-09-01,Charged Off,1
277628,14300,10-15k,36,10.39,464.05,B,B4,credit_card,0.0,RENT,30000.0,<40k,Not Verified,21.28,AZ,0,0,30.2,7,14,0,2008-03-01,2000-09-01,Fully Paid,0
277583,9000,5-10k,36,12.61,301.56,D,D1,debt_consolidation,7.0,MORTGAGE,50000.0,40-60k,Not Verified,7.15,VA,0,0,56.4,7,10,0,2008-03-01,2001-02-01,Fully Paid,0
277468,8000,5-10k,36,8.32,251.88,A,A4,credit_card,10.0,MORTGAGE,136000.0,100k+,Not Verified,8.63,WI,0,0,23.0,12,34,0,2008-03-01,1991-05-01,Fully Paid,0
277162,6300,5-10k,36,11.03,206.35,C,C1,debt_consolidation,10.0,MORTGAGE,58000.0,40-60k,Not Verified,9.21,CO,0,0,8.1,9,39,0,2008-03-01,1988-11-01,Fully Paid,0
276979,11000,10-15k,36,9.76,353.71,B,B2,other,2.0,RENT,83604.0,80-100k,Not Verified,5.88,NY,0,1,50.0,5,8,0,2008-03-01,1995-11-01,Fully Paid,0
276857,18000,15-20k,36,11.03,589.56,C,C1,educational,9.0,RENT,42765.0,40-60k,Not Verified,6.15,NC,0,0,69.2,6,9,0,2008-03-01,2000-06-01,Fully Paid,0
276355,24000,20k+,36,10.71,782.44,B,B5,other,10.0,MORTGAGE,70000.0,60-80k,Not Verified,0.57,CA,0,0,3.0,12,24,0,2008-03-01,1994-05-01,Charged Off,1
276232,19000,15-20k,36,12.29,633.71,C,C5,debt_consolidation,2.0,RENT,105000.0,100k+,Not Verified,10.01,NJ,0,3,38.6,19,35,0,2008-03-01,1993-10-01,Fully Paid,0
276107,4800,<5k,36,11.03,157.22,C,C1,other,3.0,RENT,42996.0,40-60k,Not Verified,2.34,VA,0,0,44.8,5,5,0,2008-03-01,2002-10-01,Fully Paid,0
275880,12800,10-15k,36,9.45,409.73,B,B1,credit_card,1.0,RENT,65000.0,60-80k,Not Verified,8.86,TX,0,0,77.7,4,13,0,2008-03-01,1994-02-01,Fully Paid,0
275790,10000,5-10k,36,8.0,313.37,A,A3,other,9.0,RENT,52000.0,40-60k,Not Verified,2.1,NY,0,0,0.0,7,12,0,2008-03-01,1993-11-01,Fully Paid,0
275605,12000,10-15k,36,13.24,405.72,D,D3,debt_consolidation,0.0,MORTGAGE,53000.0,40-60k,Not Verified,17.82,NY,1,5,35.0,29,46,1,2008-03-01,1988-01-01,Fully Paid,0
275339,22000,20k+,36,11.03,720.57,C,C1,debt_consolidation,5.0,MORTGAGE,90000.0,80-100k,Not Verified,17.39,MI,0,0,34.1,15,26,0,2008-03-01,1995-12-01,Fully Paid,0
275098,20000,15-20k,36,12.29,667.06,C,C5,other,10.0,RENT,65000.0,60-80k,Not Verified,13.5,CA,1,0,34.9,7,12,0,2008-03-01,2001-09-01,Charged Off,1
274823,5500,5-10k,36,10.71,179.31,B,B5,debt_consolidation,10.0,MORTGAGE,41000.0,40-60k,Not Verified,12.12,NC,0,0,82.9,9,15,0,2008-03-01,1988-08-01,Fully Paid,0
274763,10000,5-10k,36,11.03,327.53,C,C1,other,2.0,RENT,33600.0,<40k,Not Verified,2.61,OH,0,0,30.1,11,15,0,2008-03-01,2001-09-01,Fully Paid,0
274375,10000,5-10k,36,11.03,327.53,C,C1,debt_consolidation,0.0,MORTGAGE,47000.0,40-60k,Not Verified,13.48,NC,0,0,58.0,8,10,0,2008-03-01,1999-12-01,Fully Paid,0
273608,15000,10-15k,36,11.03,491.3,C,C1,debt_consolidation,5.0,MORTGAGE,67200.0,60-80k,Not Verified,15.5,FL,0,0,46.2,12,17,0,2008-03-01,2001-09-01,Charged Off,1
273535,6000,5-10k,36,12.61,201.04,D,D1,debt_consolidation,9.0,MORTGAGE,50000.0,40-60k,Not Verified,3.89,MO,0,0,47.7,9,33,0,2008-03-01,1991-10-01,Fully Paid,0
273445,2000,<5k,36,7.37,62.1,A,A1,vacation,10.0,OWN,35000.0,<40k,Not Verified,0.86,CA,0,0,0.2,6,14,0,2008-03-01,1976-11-01,Fully Paid,0
273432,12200,10-15k,36,12.29,406.91,C,C5,home_improvement,0.0,OWN,38400.0,<40k,Not Verified,9.31,AK,0,0,39.4,4,8,0,2008-03-01,1992-08-01,Fully Paid,0
259106,3000,<5k,36,11.03,98.26,C,C1,home_improvement,10.0,MORTGAGE,75885.0,60-80k,Not Verified,11.8,WA,0,0,98.4,5,14,0,2008-03-01,1990-02-01,Fully Paid,0
273165,18000,15-20k,36,16.4,636.39,F,F3,credit_card,4.0,MORTGAGE,150000.0,100k+,Not Verified,24.03,NY,0,0,57.9,12,24,0,2008-03-01,1996-06-01,Charged Off,1
270466,10000,5-10k,36,11.66,330.53,C,C3,house,1.0,RENT,64000.0,60-80k,Not Verified,13.33,WI,0,0,48.7,10,22,0,2008-03-01,1996-03-01,Fully Paid,0
272583,12650,10-15k,36,11.34,416.19,C,C2,debt_consolidation,4.0,MORTGAGE,40000.0,<40k,Not Verified,21.96,TX,0,0,8.9,13,27,0,2008-03-01,1996-05-01,Fully Paid,0
272429,15000,10-15k,36,11.03,491.3,C,C1,debt_consolidation,0.0,OWN,149616.0,100k+,Not Verified,9.52,CA,0,1,56.1,22,38,0,2008-03-01,1997-10-01,Charged Off,1
272368,9000,5-10k,36,12.61,301.56,D,D1,debt_consolidation,10.0,RENT,33600.0,<40k,Not Verified,14.68,CT,0,1,60.9,6,13,0,2008-03-01,1995-06-01,Charged Off,1
272266,12000,10-15k,36,11.66,396.63,C,C3,credit_card,5.0,MORTGAGE,125000.0,100k+,Not Verified,12.94,CA,0,0,62.9,20,38,0,2008-03-01,1997-12-01,Fully Paid,0
272103,10000,5-10k,36,12.92,336.56,D,D2,debt_consolidation,4.0,RENT,37200.0,<40k,Not Verified,6.74,OR,0,0,65.8,7,8,0,2008-03-01,2001-01-01,Fully Paid,0
271979,10000,5-10k,36,10.71,326.02,B,B5,debt_consolidation,6.0,RENT,76250.0,60-80k,Not Verified,10.37,MA,0,0,26.2,16,39,0,2008-03-01,1977-04-01,Fully Paid,0
271927,25000,20k+,36,10.08,807.62,B,B3,home_improvement,4.0,MORTGAGE,95000.0,80-100k,Not Verified,10.42,MA,0,0,11.3,23,37,0,2008-03-01,1975-05-01,Fully Paid,0
271900,10000,5-10k,36,9.45,320.1,B,B1,debt_consolidation,0.0,RENT,94000.0,80-100k,Not Verified,7.44,NY,0,0,43.6,17,27,0,2008-03-01,1998-12-01,Fully Paid,0
271792,25000,20k+,36,13.87,852.87,D,D5,credit_card,0.0,MORTGAGE,63000.0,60-80k,Not Verified,17.28,NJ,0,0,42.0,18,29,0,2008-03-01,1984-05-01,Fully Paid,0
271652,18000,15-20k,36,12.61,603.12,D,D1,debt_consolidation,6.0,MORTGAGE,69000.0,60-80k,Not Verified,14.02,OH,0,1,63.0,8,20,0,2008-03-01,1998-05-01,Fully Paid,0
271434,11000,10-15k,36,11.97,365.2,C,C4,other,0.0,RENT,36000.0,<40k,Not Verified,15.83,NY,0,0,72.0,13,16,0,2008-03-01,1996-02-01,Fully Paid,0
271356,6625,5-10k,36,12.92,222.97,D,D2,debt_consolidation,8.0,RENT,28000.0,<40k,Not Verified,19.93,PA,0,0,71.3,14,26,0,2008-03-01,1992-06-01,Fully Paid,0
271196,13000,10-15k,36,8.32,409.3,A,A4,debt_consolidation,10.0,OWN,28800.0,<40k,Not Verified,0.83,FL,0,0,2.3,3,5,0,2008-03-01,1993-12-01,Fully Paid,0
271192,8500,5-10k,36,13.55,288.66,D,D4,debt_consolidation,6.0,RENT,28700.0,<40k,Not Verified,17.56,DE,0,0,90.6,7,10,0,2008-03-01,2002-12-01,Fully Paid,0
271045,15000,10-15k,36,13.24,507.15,D,D3,debt_consolidation,10.0,OWN,46776.0,40-60k,Not Verified,10.03,OH,0,0,71.4,11,30,0,2008-03-01,1996-11-01,Fully Paid,0
271004,12000,10-15k,36,11.66,396.63,C,C3,debt_consolidation,0.0,RENT,48000.0,40-60k,Not Verified,10.05,KY,0,0,44.8,11,18,0,2008-03-01,2000-11-01,Fully Paid,0
270860,7000,5-10k,36,9.45,224.07,B,B1,major_purchase,0.0,RENT,20244.0,<40k,Not Verified,5.99,TN,0,0,33.1,12,17,0,2008-03-01,1995-12-01,Fully Paid,0
270712,7500,5-10k,36,9.76,241.16,B,B2,credit_card,0.0,RENT,90000.0,80-100k,Not Verified,12.32,GA,0,0,25.4,13,33,0,2008-03-01,2002-10-01,Fully Paid,0
270568,7000,5-10k,36,12.61,234.55,D,D1,debt_consolidation,5.0,RENT,35000.0,<40k,Not Verified,9.63,CA,0,0,78.5,4,5,0,2008-03-01,2004-08-01,Fully Paid,0
270400,9000,5-10k,36,11.97,298.8,C,C4,home_improvement,10.0,OWN,80000.0,60-80k,Not Verified,19.37,AZ,1,0,70.2,16,26,1,2008-03-01,1983-05-01,Fully Paid,0
270351,15000,10-15k,36,10.39,486.76,B,B4,home_improvement,10.0,MORTGAGE,108000.0,100k+,Not Verified,8.92,TX,0,0,20.0,13,19,0,2008-03-01,1999-10-01,Fully Paid,0
270343,8400,5-10k,36,11.97,278.88,C,C4,debt_consolidation,10.0,RENT,51420.0,40-60k,Not Verified,20.96,GA,0,0,84.1,7,24,0,2008-03-01,1995-07-01,Fully Paid,0
270302,10000,5-10k,36,13.24,338.1,D,D3,debt_consolidation,2.0,RENT,66000.0,60-80k,Not Verified,18.2,CA,0,1,54.2,9,12,0,2008-03-01,1995-07-01,Fully Paid,0
270002,21000,20k+,36,10.71,684.64,B,B5,debt_consolidation,2.0,RENT,65000.0,60-80k,Not Verified,2.9,UT,0,0,17.7,8,15,0,2008-03-01,2004-05-01,Charged Off,1
269818,8450,5-10k,36,12.29,281.84,C,C5,debt_consolidation,0.0,RENT,2039784.0,100k+,Not Verified,0.13,FL,0,0,51.8,7,11,0,2008-03-01,2004-08-01,Fully Paid,0
269571,11000,10-15k,36,11.34,361.9,C,C2,debt_consolidation,2.0,RENT,52000.0,40-60k,Not Verified,9.39,NY,1,0,43.6,10,14,0,2008-03-01,2000-10-01,Fully Paid,0
269289,10000,5-10k,36,8.63,316.28,A,A5,car,0.0,MORTGAGE,60000.0,40-60k,Not Verified,8.94,CT,0,0,44.3,8,27,0,2008-03-01,1995-12-01,Fully Paid,0
269256,8800,5-10k,36,12.29,293.51,C,C5,debt_consolidation,7.0,OWN,50000.0,40-60k,Not Verified,20.04,MD,0,0,59.8,11,27,0,2008-03-01,1998-12-01,Fully Paid,0
269127,19000,15-20k,36,13.55,645.24,D,D4,debt_consolidation,10.0,MORTGAGE,144000.0,100k+,Not Verified,1.67,PA,0,0,95.1,7,13,0,2008-03-01,1993-06-01,Fully Paid,0
268855,15000,10-15k,36,9.76,482.32,B,B2,house,7.0,MORTGAGE,65000.0,60-80k,Not Verified,11.35,FL,0,0,33.3,7,12,0,2008-03-01,1997-03-01,Charged Off,1
268761,7750,5-10k,36,13.87,264.39,D,D5,debt_consolidation,0.0,RENT,30000.0,<40k,Not Verified,24.68,MA,0,0,66.8,8,9,0,2008-03-01,2004-01-01,Fully Paid,0
268675,12000,10-15k,36,10.39,389.41,B,B4,debt_consolidation,8.0,RENT,31200.0,<40k,Not Verified,17.0,CO,0,0,0.0,4,15,0,2008-03-01,1999-05-01,Fully Paid,0
268549,12000,10-15k,36,14.18,411.19,E,E1,debt_consolidation,4.0,RENT,73660.0,60-80k,Not Verified,18.16,CA,0,0,71.7,15,19,0,2008-03-01,1999-05-01,Fully Paid,0
268516,16000,15-20k,36,9.76,514.48,B,B2,wedding,10.0,RENT,572400.0,100k+,Not Verified,1.61,CA,0,0,27.3,17,30,0,2008-03-01,1990-08-01,Fully Paid,0
268502,24000,20k+,36,12.92,807.74,D,D2,debt_consolidation,6.0,RENT,80700.0,80-100k,Not Verified,15.08,CA,0,0,86.5,7,30,0,2008-03-01,1995-12-01,Charged Off,1
268476,20000,15-20k,36,15.13,694.59,E,E4,other,2.0,MORTGAGE,77000.0,60-80k,Not Verified,10.25,TX,0,0,66.0,7,18,0,2008-03-01,1999-01-01,Fully Paid,0
268379,20000,15-20k,36,9.45,640.2,B,B1,home_improvement,5.0,MORTGAGE,44500.0,40-60k,Not Verified,0.81,TX,0,0,1.7,8,12,0,2008-03-01,1998-09-01,Fully Paid,0
256365,25000,20k+,36,10.71,815.04,B,B5,credit_card,0.0,MORTGAGE,52000.0,40-60k,Not Verified,11.86,GA,0,0,8.3,5,8,0,2008-03-01,2003-07-01,Charged Off,1
268156,18000,15-20k,36,10.08,581.49,B,B3,debt_consolidation,3.0,RENT,67800.0,60-80k,Not Verified,11.01,CA,0,0,41.5,7,21,0,2008-03-01,1998-11-01,Fully Paid,0
267976,5000,<5k,36,12.92,168.28,D,D2,debt_consolidation,8.0,MORTGAGE,72000.0,60-80k,Not Verified,19.67,OR,0,0,92.4,9,30,0,2008-02-01,1995-04-01,Fully Paid,0
267736,20000,15-20k,36,9.45,640.2,B,B1,home_improvement,10.0,MORTGAGE,120000.0,100k+,Not Verified,4.19,TN,0,0,0.0,7,16,0,2008-03-01,1994-01-01,Fully Paid,0
267686,4700,<5k,36,9.45,150.45,B,B1,credit_card,1.0,RENT,65000.0,60-80k,Not Verified,11.13,NY,0,0,41.7,9,11,0,2008-03-01,1993-11-01,Fully Paid,0
267516,25000,20k+,36,16.08,879.92,F,F2,major_purchase,0.0,OWN,45000.0,40-60k,Not Verified,6.4,NY,0,3,54.1,8,12,0,2008-03-01,1994-01-01,Charged Off,1
267477,8000,5-10k,36,10.08,258.44,B,B3,home_improvement,2.0,MORTGAGE,62000.0,60-80k,Not Verified,0.81,VA,1,0,25.1,7,12,0,2008-03-01,1998-02-01,Fully Paid,0
266989,6000,5-10k,36,10.39,194.71,B,B4,debt_consolidation,0.0,MORTGAGE,16800.0,<40k,Not Verified,7.5,CA,0,0,94.2,4,8,0,2008-02-01,2002-11-01,Fully Paid,0
266963,10600,10-15k,36,11.97,351.92,C,C4,debt_consolidation,6.0,RENT,39048.0,<40k,Not Verified,14.9,TX,0,0,80.7,4,4,0,2008-03-01,2001-01-01,Charged Off,1
266798,5000,<5k,36,8.0,156.69,A,A3,home_improvement,10.0,MORTGAGE,80000.0,60-80k,Not Verified,3.75,LA,0,0,7.1,20,36,0,2008-02-01,1973-06-01,Fully Paid,0
248583,18000,15-20k,36,10.39,584.12,B,B4,moving,1.0,RENT,80000.0,60-80k,Not Verified,0.86,NY,0,0,52.4,3,7,0,2008-03-01,2002-05-01,Fully Paid,0
266544,8000,5-10k,36,14.18,274.13,E,E1,debt_consolidation,8.0,RENT,37440.0,<40k,Not Verified,20.71,AL,0,0,52.0,9,17,0,2008-03-01,1996-10-01,Fully Paid,0
256021,24500,20k+,36,12.61,820.91,D,D1,small_business,2.0,MORTGAGE,120000.0,100k+,Not Verified,5.76,FL,0,0,62.8,17,29,0,2008-03-01,2002-04-01,Charged Off,1
266327,2925,<5k,36,10.71,95.36,B,B5,debt_consolidation,5.0,RENT,27000.0,<40k,Not Verified,6.62,NJ,0,0,49.1,8,13,0,2008-02-01,2004-11-01,Fully Paid,0
266282,8000,5-10k,36,9.76,257.24,B,B2,car,5.0,MORTGAGE,40000.0,<40k,Not Verified,18.72,TX,0,0,67.7,8,35,0,2008-02-01,1990-02-01,Fully Paid,0
266179,7200,5-10k,36,8.0,225.63,A,A3,other,5.0,RENT,83000.0,80-100k,Not Verified,5.54,TN,0,0,0.8,3,19,0,2008-02-01,1996-06-01,Fully Paid,0
266130,14700,10-15k,36,12.29,490.29,C,C5,debt_consolidation,8.0,RENT,37200.0,<40k,Not Verified,21.94,CT,0,0,43.1,14,18,0,2008-03-01,2002-10-01,Charged Off,1
266047,10000,5-10k,36,11.34,329.0,C,C2,other,3.0,RENT,28600.0,<40k,Not Verified,5.37,NY,1,0,54.1,2,6,0,2008-03-01,2000-08-01,Fully Paid,0
265904,16000,15-20k,36,14.18,548.25,E,E1,debt_consolidation,3.0,RENT,139992.0,100k+,Not Verified,3.4,NJ,0,0,33.4,18,29,0,2008-03-01,2000-12-01,Fully Paid,0
265836,7000,5-10k,36,9.45,224.07,B,B1,other,1.0,MORTGAGE,93000.0,80-100k,Not Verified,10.86,GA,0,0,32.9,12,16,0,2008-02-01,1996-12-01,Charged Off,1
265613,12000,10-15k,36,15.76,420.47,F,F1,debt_consolidation,10.0,MORTGAGE,100000.0,80-100k,Not Verified,18.55,TX,0,0,89.6,11,25,0,2008-02-01,1995-08-01,Fully Paid,0
265521,10000,5-10k,36,9.76,321.55,B,B2,major_purchase,5.0,RENT,24000.0,<40k,Not Verified,2.7,IL,0,1,16.1,11,32,0,2008-02-01,1993-12-01,Charged Off,1
249955,25000,20k+,36,14.18,856.63,E,E1,wedding,2.0,RENT,66000.0,60-80k,Not Verified,22.45,CA,0,0,32.8,24,34,0,2008-03-01,2002-05-01,Charged Off,1
265117,10000,5-10k,36,11.66,330.53,C,C3,other,0.0,OWN,30000.0,<40k,Not Verified,8.56,ID,0,0,46.5,4,4,0,2008-02-01,2004-11-01,Fully Paid,0
265115,11000,10-15k,36,11.03,360.29,C,C1,debt_consolidation,0.0,OWN,20400.0,<40k,Not Verified,6.82,OK,0,0,84.5,5,7,0,2008-03-01,2003-12-01,Charged Off,1
265097,7000,5-10k,36,8.63,221.4,A,A5,debt_consolidation,4.0,RENT,42000.0,40-60k,Not Verified,2.74,CA,0,0,40.1,6,12,0,2008-02-01,2001-10-01,Fully Paid,0
265076,5000,<5k,36,15.13,173.65,E,E4,debt_consolidation,4.0,RENT,56016.0,40-60k,Not Verified,21.32,GA,0,0,98.3,9,20,0,2008-02-01,1998-04-01,Fully Paid,0
265007,19275,15-20k,36,14.5,663.47,E,E2,debt_consolidation,8.0,RENT,33600.0,<40k,Not Verified,9.86,CA,0,0,56.7,8,13,0,2008-03-01,2000-02-01,Charged Off,1
264923,15000,10-15k,36,9.76,482.32,B,B2,debt_consolidation,0.0,MORTGAGE,55000.0,40-60k,Not Verified,15.1,NC,0,0,14.8,21,46,0,2008-03-01,1986-06-01,Charged Off,1
264886,11000,10-15k,36,13.87,375.26,D,D5,debt_consolidation,2.0,OWN,50004.0,40-60k,Not Verified,20.93,NY,0,0,93.2,14,20,0,2008-02-01,2001-09-01,Fully Paid,0
264792,10000,5-10k,36,8.63,316.28,A,A5,home_improvement,4.0,MORTGAGE,109200.0,100k+,Not Verified,6.4,AZ,0,0,44.1,6,20,0,2008-02-01,1996-12-01,Fully Paid,0
264754,5000,<5k,36,10.39,162.26,B,B4,debt_consolidation,7.0,RENT,69600.0,60-80k,Not Verified,15.72,MA,0,0,43.3,13,13,0,2008-02-01,2000-01-01,Charged Off,1
264630,5600,5-10k,36,9.76,180.07,B,B2,other,0.0,RENT,40000.0,<40k,Not Verified,7.47,NV,0,0,43.8,3,4,0,2008-02-01,2000-02-01,Fully Paid,0
264499,15000,10-15k,36,11.34,493.5,C,C2,debt_consolidation,10.0,RENT,57720.0,40-60k,Not Verified,8.61,FL,0,0,45.5,10,24,0,2008-03-01,1994-02-01,Fully Paid,0
264267,15000,10-15k,36,9.76,482.32,B,B2,home_improvement,1.0,MORTGAGE,26000.0,<40k,Not Verified,5.77,NY,0,0,2.9,22,49,0,2008-02-01,1995-08-01,Charged Off,1
264003,21000,20k+,36,9.76,675.25,B,B2,vacation,0.0,OWN,45000.0,40-60k,Not Verified,1.79,CA,0,0,0.6,14,14,0,2008-02-01,2002-07-01,Fully Paid,0
263906,5000,<5k,36,10.71,163.01,B,B5,debt_consolidation,10.0,RENT,50433.0,40-60k,Not Verified,6.95,NC,1,0,70.8,10,20,1,2008-02-01,1996-07-01,Fully Paid,0
263741,8000,5-10k,36,11.34,263.2,C,C2,debt_consolidation,3.0,MORTGAGE,24000.0,<40k,Not Verified,9.8,NJ,0,0,63.7,7,8,0,2008-03-01,1999-05-01,Fully Paid,0
263697,14500,10-15k,36,11.97,481.4,C,C4,debt_consolidation,3.0,RENT,65000.0,60-80k,Not Verified,8.6,CA,0,0,95.7,7,9,0,2008-02-01,1999-03-01,Charged Off,1
263677,1000,<5k,36,10.08,32.31,B,B3,major_purchase,6.0,OWN,38000.0,<40k,Not Verified,20.53,MI,0,0,46.2,5,25,0,2008-02-01,1998-12-01,Fully Paid,0
263180,10000,5-10k,36,11.66,330.53,C,C3,debt_consolidation,4.0,RENT,30000.0,<40k,Not Verified,15.44,CA,0,0,75.3,16,17,0,2008-02-01,2002-03-01,Fully Paid,0
262961,900,<5k,36,8.63,28.47,A,A5,home_improvement,4.0,OWN,57000.0,40-60k,Not Verified,0.32,NC,0,0,3.3,2,4,0,2008-02-01,2003-07-01,Fully Paid,0
262669,10000,5-10k,36,8.0,313.37,A,A3,other,2.0,RENT,117000.0,100k+,Not Verified,0.0,NY,0,0,0.0,4,9,0,2008-02-01,1985-03-01,Fully Paid,0
262618,14275,10-15k,36,9.45,456.94,B,B1,credit_card,10.0,RENT,135000.0,100k+,Not Verified,11.18,CA,0,0,56.0,5,20,0,2008-02-01,1998-02-01,Fully Paid,0
